1415491573	12:06:13 AM	7:06:14 PM	"\u2b55\ufe0f\ud83d\ude4c\ud83d\udccd\ud83c\udd7e #Buckeyes #MSWHO?						"									
1415491578	12:06:18 AM	7:06:19 PM	"Almost that time!!!! #OHIOSTATE						"									
1415491608	12:06:48 AM	7:06:48 PM	#GoBuckeyes #OhioState #330 #614 \ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f http	"\/\/t.co\/KdE9Kvncus						"								
1415491613	12:06:53 AM	7:06:54 PM	Ohio State football live updates and chat	" Buckeyes at Michigan State Spartans	 kickoff a... http"	"\/\/t.co\/I884ZZyHIS #buckeyes #ohiostate					"							
1415491622	12:07:02 AM	7:07:02 PM	RT @OhioProbz I'm so ready for this Ohio State game tonight! #BuckeyeNation #OSUvsMSU #Buckeyes -via http	"\/\/t.co\/qTkEnJC7dL						"								
1415491633	12:07:13 AM	7:07:14 PM	RT @RyanGinnBSB	 Greetings from Spartan Stadium #buckeyes http	"\/\/t.co\/Ry7dSARCbA						"							
1415491637	12:07:17 AM	7:07:17 PM	"#Buckeyes by 10 tonight. #Michiganstate very overrated.						"									
1415491644	12:07:24 AM	7:07:24 PM	RT @RyanGinnBSB	 Greetings from Spartan Stadium #buckeyes http	"\/\/t.co\/Ry7dSARCbA						"							
1415491652	12:07:32 AM	7:07:32 PM	"@DOMTIBERI Fired up in #SEC country to watch my #Buckeyes beat #MSU!! 37-24 #GoBucks						"									
1415491653	12:07:33 AM	7:07:33 PM	"Waiting for #Buckeyes vs #Spartans #OSUvsMSU #BuckeyeNation @Brutus_Buckeye @OhioStAthletics @jbbigbear						"									
1415491661	12:07:41 AM	7:07:41 PM	RT @RobbinsCoaching	 Game time is getting close... What is your #MichiganState vs #OhioState predictions!?!? http	"\/\/t.co\/gB0bmMb6Gh						"							
1415491662	12:07:42 AM	7:07:42 PM	RT @LasVegasChicas	" #OSU v #MSU\n#OhioSate #Buckeyes +4\n#NCAA #Football\n#Vegas Bet Line	 Tickets http"	\/\/t.co\/BhYNQV5e41\n#SexySaturday http	"\/\u2026					"						
1415491691	12:08:11 AM	7:08:11 PM	RT @LOLGamedaySigns	 If #OhioState beat anything other than their dick for the last 10 years you may get some respect!! #GameDaySigns http	"\u2026						"							
1415491709	12:08:29 AM	7:08:29 PM	Best College GameDay Signs East Lansing 	" Ohio State vs. Michigan State #BUCKEYES						"								
1415491711	12:08:31 AM	7:08:31 PM	RT @UofCFB	 Which team are you rooting for tonight?\nRT for #MichiganState\nFAV for #OhioState\n#OSUvsMSU http	"\/\/t.co\/WjhEUsZ68F						"							
1415491727	12:08:47 AM	7:08:47 PM	"Ready for my boys to play tonight #Buckeyes						"									
1415491727	12:08:47 AM	7:08:47 PM	Let's go Bucks! !!!!! \u2661\u2661\u2661\u2661 It's not going to be an easy one..but we got this! #faith #Buckeyes #beatmichiganstate #15 http	"\/\/t.co\/SiyX2PBdlE						"								
1415491731	12:08:51 AM	7:08:52 PM	Let's go OSU!!!!!!!! #OSUvsMSU #buckeyes #brutus #letsgo http	"\/\/t.co\/9F5Zzxl6xj						"								
1415491744	12:09:04 AM	7:09:04 PM	Track Ohio State #Buckeyes vs. Michigan State #Spartans here	 http	\/\/t.co\/dmg1KFugau http	"\/\/t.co\/h9SkrDQy3k						"						
1415491744	12:09:04 AM	7:09:04 PM	Track Ohio State #Buckeyes vs. Michigan State #Spartans here	 http	\/\/t.co\/j2rd70cd7t http	"\/\/t.co\/odQOQXzzdp						"						
1415491757	12:09:17 AM	7:09:17 PM	RT @AceRozaay	" Ready for my boys to play tonight #Buckeyes						"								
1415491758	12:09:18 AM	7:09:19 PM	"To my fellow #buckeyes you do realize if we lose this game tonight the talk starts about firing #UrbanMeyer #gobucks #BuckeyeNation #tOSU						"									
1415491780	12:09:40 AM	7:09:40 PM	"Getting ready for the #OhioState game! I freaking pumped! #football #OSUvsMSU Lets go @OhioStAthletics						"									
1415491786	12:09:46 AM	7:09:47 PM	"Tuning into the #RadioParty until the #Buckeyes game starts. @DJohnsonWTOP @GCtalks						"									
1415491787	12:09:47 AM	7:09:47 PM	"We owe them one #Buckeyes						"									
1415491791	12:09:51 AM	7:09:51 PM	"#Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsMSU						"									
1415491793	12:09:53 AM	7:09:53 PM	#MichiganState Favored at Home Over #OhioState #NCAA #collegefootball http	"\/\/t.co\/O2QLIX0lj6						"								
1415491812	12:10:12 AM	7:10:12 PM	RT @LOLGamedaySigns	 If #OhioState beat anything other than their dick for the last 10 years you may get some respect!! #GameDaySigns http	"\u2026						"							
1415491812	12:10:12 AM	7:10:12 PM	"God	 \""@OSUCoachMeyer Is a juggalo?\"" We better beat them. @OhioStAthletics #Buckeyes http"	"\/\/t.co\/1izi2WYLBP					"								
1415491821	12:10:21 AM	7:10:21 PM	RT @B1Gfootball	" #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026						"								
1415491821	12:10:21 AM	7:10:22 PM	"Shut the fuck up RT\""@Soleciety_"	" Almost that time!!!! #OHIOSTATE\""						"								
1415491822	12:10:22 AM	7:10:22 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
1415491833	12:10:33 AM	7:10:33 PM	RT @B1Gfootball	" #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026						"								
1415491835	12:10:35 AM	7:10:35 PM	A Nick Swisher avi is too much of risk for such an important game. \nI went with Donte Whitner instead. #Buckeyes http	"\/\/t.co\/bU1BcRatwG						"								
1415491844	12:10:44 AM	7:10:44 PM	RT @B1Gfootball	" #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026						"								
1415491846	12:10:46 AM	7:10:47 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
